"Daily Date","Share Code","Year High (GH¢)","Year Low (GH¢)","Previous Closing Price - VWAP (GH¢)","Opening Price (GH¢)","Last Transaction Price (GH¢)","Closing Price - VWAP (GH¢)","Price Change (GH¢)","Closing Bid Price (GH¢)","Closing Offer Price (GH¢)","Total Shares Traded","Total Value Traded (GH¢)"
"09/02/2026","EGL","4.50","3.48","4.23","4.23","4.50","4.50","0.27","3.85","","1.0000","4.0000"
"09/02/2026","ETI","0.77","0.76","0.77","0.77","0.77","0.77","0.00","0.70","0.77","55.0000","42.0000"
"09/02/2026","FML","8.20","8.00","8.20","8.20","8.20","8.20","0.00","8.00","","1.0000","14.0000"
"09/02/2026","FAB","7.78","7.71","7.78","7.78","7.78","7.78","0.00","","","0.0000","0.0000"
"09/02/2026","GCB","22.45","20.11","22.44","22.44","22.45","22.45","0.01","22.35","","19.0000","432.0000"
"09/02/2026","GGBL","8.45","6.60","8.39","8.39","8.45","8.45","0.06","6.60","","50.0000","423.0000"
"09/02/2026","GOIL","3.20","2.96","3.20","3.20","3.20","3.20","0.00","3.08","","170.0000","595.0000"
"09/02/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0.0000","0.0000"
"09/02/2026","MTNGH","4.25","4.20","4.21","4.21","4.22","4.22","0.01","4.18","4.20","10.0000","42.0000"
"09/02/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0.0000","0.0000"
"09/02/2026","RBGH","1.36","1.30","1.34","1.34","1.36","1.36","0.02","1.34","","7.0000","10.0000"
"09/02/2026","SCB","29.27","29.22","29.27","29.27","29.27","29.27","0.00","29.30","","0.0000","0.0000"
"09/02/2026","SIC","1.41","1.20","1.37","1.37","1.41","1.41","0.04","","1.20","3.0000","5.0000"
"09/02/2026","SOGEGH","5.52","4.49","5.50","5.50","5.52","5.52","0.02","4.71","","2.0000","13.0000"
"09/02/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0.0000","0.0000"
"09/02/2026","TOTAL","40.30","40.19","40.19","40.19","40.19","40.19","0.00","40.19","40.20","65.0000","2.0000"
"09/02/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","11.0000","131.1200"
"09/02/2026","UNIL","19.79","19.79","19.79","19.79","19.79","19.79","0.00","19.79","","315.0000","6.0000"
"09/02/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0.0000","0.0000"
"09/02/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0.0000","0.0000"
"09/02/2026","GLD","494.77","466.72","466.72","466.72","466.72","466.72","0.00","466.72","","4.0000","1.0000"
"09/02/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0.0000","0.0000"
"09/02/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"09/02/2026","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","0.10","0.0000","0.0000"
"09/02/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0.0000","0.0000"
"09/02/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0.0000","0.0000"
"06/02/2026","ACCESS","17.80","16.20","17.80","17.80","17.80","17.80","0.00","16.20","16.21","0.0000","0.0000"
"06/02/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0.0000","0.0000"
"06/02/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0.0000","0.0000"
"06/02/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"06/02/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0.0000","0.0000"
"06/02/2026","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","","6.12","608.0000","3.0000"
"06/02/2026","BOPP","64.00","55.82","64.00","64.00","64.00","64.00","0.00","64.00","","0.0000","0.0000"
"06/02/2026","CAL","0.81","0.61","0.81","0.81","0.80","0.80","-0.01","","0.79","1.0000","898.0000"
"06/02/2026","CLYD","0.50","0.46","0.50","0.50","0.50","0.50","0.00","0.53","","0.0000","0.0000"
"06/02/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.14","","0.0000","0.0000"
"06/02/2026","CPC","0.06","0.05","0.06","0.06","0.06","0.06","0.00","0.06","","0.0000","0.0000"
"06/02/2026","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","","0.0000","0.0000"
"06/02/2026","EGH","28.97","25.00","28.93","28.93","28.97","28.97","0.04","28.96","","1.0000","46.0000"
"06/02/2026","EGL","4.23","3.48","4.23","4.23","4.23","4.23","0.00","3.85","","0.0000","0.0000"
"06/02/2026","ETI","0.77","0.76","0.77","0.77","0.77","0.77","0.00","0.70","0.77","63.0000","48.0000"
"06/02/2026","FML","8.20","8.00","8.00","8.00","8.50","8.20","0.20","8.00","","121.0000","993.0000"
"06/02/2026","FAB","7.78","7.71","7.78","7.78","7.78","7.78","0.00","","","0.0000","0.0000"
"06/02/2026","GCB","22.44","20.11","22.37","22.37","22.44","22.44","0.07","22.35","","2.0000","56.0000"
"06/02/2026","GGBL","8.39","6.60","8.39","8.39","8.39","8.39","0.00","6.60","","2.0000","16.9000"
"06/02/2026","GOIL","3.20","2.96","3.20","3.20","3.20","3.20","0.00","3.08","","0.0000","0.0000"
"06/02/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0.0000","0.0000"
"06/02/2026","MTNGH","4.25","4.20","4.20","4.20","4.21","4.21","0.01","4.18","4.20","1.0000","6.0000"
"06/02/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0.0000","0.0000"
"06/02/2026","RBGH","1.34","1.30","1.34","1.34","1.34","1.34","0.00","1.34","","30.0000","40.8000"
"06/02/2026","SCB","29.27","29.22","29.27","29.27","29.27","29.27","0.00","29.30","","0.0000","0.0000"
"06/02/2026","SIC","1.37","1.20","1.25","1.25","1.37","1.37","0.12","","1.20","153.0000","210.0000"
"06/02/2026","SOGEGH","5.50","4.49","5.50","5.50","5.50","5.50","0.00","4.71","","0.0000","0.0000"
"06/02/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0.0000","0.0000"
"06/02/2026","TOTAL","40.30","40.19","40.19","40.19","40.19","40.19","0.00","40.19","40.20","3.0000","133.0000"
"06/02/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","0.0000","0.0000"
"06/02/2026","UNIL","19.79","19.79","19.79","19.79","19.79","19.79","0.00","19.79","","4.0000","79.1600"
"06/02/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0.0000","0.0000"
"06/02/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0.0000","0.0000"
"06/02/2026","GLD","494.77","466.72","466.72","466.72","466.72","466.72","0.00","466.72","","0.0000","0.0000"
"06/02/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0.0000","0.0000"
"06/02/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"06/02/2026","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","0.10","0.0000","0.0000"
"06/02/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0.0000","0.0000"
"06/02/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0.0000","0.0000"
"05/02/2026","ACCESS","17.80","16.20","17.80","17.80","17.80","17.80","0.00","16.20","16.21","181.0000","3.0000"
"05/02/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","3.0000","15.1800"
"05/02/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0.0000","0.0000"
"05/02/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"05/02/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0.0000","0.0000"
"05/02/2026","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","","6.12","406.0000","2.0000"
"05/02/2026","BOPP","64.00","55.82","64.00","64.00","64.00","64.00","0.00","64.00","","608.0000","38.0000"
"05/02/2026","CAL","0.81","0.61","0.81","0.81","0.81","0.81","0.00","","0.79","156.0000","127.0000"
"05/02/2026","CLYD","0.50","0.46","0.50","0.50","0.50","0.50","0.00","0.53","","2.0000","1.0000"
"05/02/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.14","","0.0000","0.0000"
"05/02/2026","CPC","0.06","0.05","0.06","0.06","0.06","0.06","0.00","0.06","","0.0000","0.0000"
"05/02/2026","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","","0.0000","0.0000"
"05/02/2026","EGH","28.93","25.00","28.93","28.93","28.93","28.93","0.00","28.96","","0.0000","0.0000"
"05/02/2026","EGL","4.23","3.48","4.23","4.23","4.23","4.23","0.00","3.85","","1.0000","4.5000"
"05/02/2026","ETI","0.77","0.76","0.77","0.77","0.77","0.77","0.00","0.70","0.77","63.0000","48.0000"
"05/02/2026","FML","8.00","8.00","8.00","8.00","8.00","8.00","0.00","8.00","","18.0000","145.0000"
"05/02/2026","FAB","7.78","7.71","7.78","7.78","7.78","7.78","0.00","","","0.0000","0.0000"
"05/02/2026","GCB","22.37","20.11","22.36","22.36","22.37","22.37","0.01","22.35","","467.0000","10.0000"
"05/02/2026","GGBL","8.39","6.60","7.90","7.90","8.68","8.39","0.49","6.60","","12.0000","105.0000"
"05/02/2026","GOIL","3.20","2.96","3.20","3.20","3.20","3.20","0.00","3.08","","2.0000","8.0000"
"05/02/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0.0000","0.0000"
"05/02/2026","MTNGH","4.25","4.20","4.20","4.20","4.20","4.20","0.00","4.18","4.20","34.0000","145.0000"
"05/02/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0.0000","0.0000"
"05/02/2026","RBGH","1.34","1.30","1.34","1.34","1.34","1.34","0.00","1.34","","353.0000","476.5500"
"05/02/2026","SCB","29.27","29.22","29.27","29.27","29.27","29.27","0.00","29.30","","10.0000","293.1000"
"05/02/2026","SIC","1.25","1.20","1.25","1.25","1.25","1.25","0.00","","1.20","6.0000","8.0000"
"05/02/2026","SOGEGH","5.50","4.49","5.00","5.00","5.50","5.50","0.50","4.71","","25.0000","137.0000"
"05/02/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0.0000","0.0000"
"05/02/2026","TOTAL","40.30","40.19","40.19","40.19","40.19","40.19","0.00","40.19","40.20","1.0000","57.0000"
"05/02/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","0.0000","0.0000"
"05/02/2026","UNIL","19.79","19.79","19.79","19.79","19.79","19.79","0.00","19.79","","520.0000","10.0000"
"05/02/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0.0000","0.0000"
"05/02/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0.0000","0.0000"
"05/02/2026","GLD","494.77","466.72","466.72","466.72","466.72","466.72","0.00","466.72","","16.0000","7.0000"
"05/02/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0.0000","0.0000"
"05/02/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"05/02/2026","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","0.10","0.0000","0.0000"
"05/02/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0.0000","0.0000"
"05/02/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0.0000","0.0000"
"04/02/2026","ACCESS","17.80","16.20","16.21","16.21","17.80","17.80","1.59","16.20","16.21","4.0000","74.0000"
"04/02/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0.0000","0.0000"
"04/02/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0.0000","0.0000"
"04/02/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"04/02/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0.0000","0.0000"
"04/02/2026","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","","6.12","1.0000","9.0000"
"04/02/2026","BOPP","64.00","55.82","64.00","64.00","64.00","64.00","0.00","64.00","","282.0000","18.0000"
"04/02/2026","CAL","0.81","0.61","0.81","0.81","0.81","0.81","0.00","","0.79","505.0000","409.0000"
"04/02/2026","CLYD","0.50","0.46","0.50","0.50","0.50","0.50","0.00","0.53","","0.0000","0.0000"
"04/02/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.14","","0.0000","0.0000"
"04/02/2026","CPC","0.06","0.05","0.06","0.06","0.06","0.06","0.00","0.06","","0.0000","0.0000"
"04/02/2026","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","","0.0000","0.0000"
"04/02/2026","EGH","28.93","25.00","28.93","28.93","28.93","28.93","0.00","28.96","","19.0000","550.2400"
"04/02/2026","EGL","4.23","3.48","3.85","3.85","4.23","4.23","0.38","3.85","","5.0000","21.0000"
"04/02/2026","ETI","0.77","0.76","0.77","0.77","0.77","0.77","0.00","0.70","0.77","101.0000","78.0000"
"04/02/2026","FML","8.00","8.00","8.00","8.00","8.00","8.00","0.00","8.00","","20.0000","162.0000"
"04/02/2026","FAB","7.78","7.71","7.78","7.78","7.78","7.78","0.00","","","0.0000","0.0000"
"04/02/2026","GCB","22.36","20.11","22.33","22.33","22.36","22.36","0.03","22.35","","165.0000","3.0000"
"04/02/2026","GGBL","7.90","6.60","7.26","7.26","7.90","7.90","0.64","6.60","","40.0000","319.0000"
"04/02/2026","GOIL","3.20","2.96","3.08","3.08","3.20","3.20","0.12","3.08","","100.0000","320.0000"
"04/02/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","2.0000","10.4000"
"04/02/2026","MTNGH","4.25","4.20","4.20","4.20","4.20","4.20","0.00","4.18","4.20","25.0000","105.0000"
"04/02/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0.0000","0.0000"
"04/02/2026","RBGH","1.34","1.30","1.34","1.34","1.34","1.34","0.00","1.34","","500.0000","670.0000"
"04/02/2026","SCB","29.27","29.22","29.27","29.27","29.27","29.27","0.00","29.30","","203.0000","5.0000"
"04/02/2026","SIC","1.25","1.20","1.25","1.25","1.25","1.25","0.00","","1.20","97.0000","121.0000"
"04/02/2026","SOGEGH","5.00","4.49","4.71","4.71","5.00","5.00","0.29","4.71","","10.0000","50.0000"
"04/02/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0.0000","0.0000"
"04/02/2026","TOTAL","40.30","40.19","40.19","40.19","40.19","40.19","0.00","40.19","40.20","6.0000","273.0000"
"04/02/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","0.0000","0.0000"
"04/02/2026","UNIL","19.79","19.79","19.79","19.79","19.79","19.79","0.00","19.79","","21.0000","415.5900"
"04/02/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0.0000","0.0000"
"04/02/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0.0000","0.0000"
"04/02/2026","GLD","494.77","466.72","466.72","466.72","466.72","466.72","0.00","466.72","","1.0000","466.7200"
"04/02/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0.0000","0.0000"
"04/02/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"04/02/2026","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","0.10","0.0000","0.0000"
"04/02/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0.0000","0.0000"
"04/02/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0.0000","0.0000"
"03/02/2026","ACCESS","16.21","16.20","16.21","16.21","16.21","16.21","0.00","16.20","16.21","116.0000","1.0000"
"03/02/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","80.0000","404.8000"
"03/02/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0.0000","0.0000"
"03/02/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"03/02/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","0.0000","0.0000"
"03/02/2026","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","","6.12","6.0000","39.0000"
"03/02/2026","BOPP","64.00","55.82","64.00","64.00","64.00","64.00","0.00","64.00","","0.0000","0.0000"
"03/02/2026","CAL","0.81","0.61","0.79","0.79","0.81","0.81","0.02","","0.79","655.0000","529.0000"
"03/02/2026","CLYD","0.50","0.46","0.50","0.50","0.50","0.50","0.00","0.53","","0.0000","0.0000"
"03/02/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.14","","0.0000","0.0000"
"03/02/2026","CPC","0.06","0.05","0.06","0.06","0.06","0.06","0.00","0.06","","0.0000","0.0000"
"03/02/2026","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","","10.0000","3.8000"
"03/02/2026","EGH","28.93","25.00","28.93","28.93","28.93","28.93","0.00","28.96","","0.0000","0.0000"
"03/02/2026","EGL","3.85","3.48","3.85","3.85","3.85","3.85","0.00","3.85","","200.0000","770.0000"
"03/02/2026","ETI","0.77","0.76","0.77","0.77","0.77","0.77","0.00","0.70","0.77","90.0000","69.0000"
"03/02/2026","FML","8.00","8.00","8.00","8.00","8.00","8.00","0.00","8.00","","2.0000","17.0000"
"03/02/2026","FAB","7.78","7.71","7.78","7.78","7.78","7.78","0.00","","","0.0000","0.0000"
"03/02/2026","GCB","22.33","20.11","22.33","22.33","22.33","22.33","0.00","22.35","","300.0000","6.0000"
"03/02/2026","GGBL","7.26","6.60","6.60","6.60","7.26","7.26","0.66","6.60","","26.0000","194.0000"
"03/02/2026","GOIL","3.08","2.96","3.08","3.08","3.08","3.08","0.00","3.08","","6.0000","18.7200"
"03/02/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","3.0000","15.6000"
"03/02/2026","MTNGH","4.25","4.20","4.20","4.20","4.20","4.20","0.00","4.18","4.20","1.0000","5.0000"
"03/02/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0.0000","0.0000"
"03/02/2026","RBGH","1.34","1.30","1.34","1.34","1.34","1.34","0.00","1.34","","690.0000","924.6000"
"03/02/2026","SCB","29.27","29.22","29.27","29.27","29.27","29.27","0.00","29.30","","2.0000","58.6200"
"03/02/2026","SIC","1.25","1.20","1.20","1.20","1.25","1.25","0.05","","1.20","110.0000","138.0000"
"03/02/2026","SOGEGH","4.93","4.49","4.71","4.71","4.71","4.71","0.00","4.71","","2.0000","11.0000"
"03/02/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0.0000","0.0000"
"03/02/2026","TOTAL","40.30","40.19","40.19","40.19","40.19","40.19","0.00","40.19","40.20","1.0000","57.0000"
"03/02/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","5.0000","59.6000"
"03/02/2026","UNIL","19.79","19.79","19.79","19.79","19.79","19.79","0.00","19.79","","282.0000","5.0000"
"03/02/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0.0000","0.0000"
"03/02/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0.0000","0.0000"
"03/02/2026","GLD","494.77","466.72","466.72","466.72","466.72","466.72","0.00","466.72","","36.0000","16.0000"
"03/02/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0.0000","0.0000"
"03/02/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"03/02/2026","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","0.10","0.0000","0.0000"
"03/02/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0.0000","0.0000"
"03/02/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0.0000","0.0000"
"02/02/2026","ACCESS","16.21","16.20","16.21","16.21","16.21","16.21","0.00","16.20","16.21","4.0000","79.0000"
"02/02/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","7.0000","35.4200"
"02/02/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0.0000","0.0000"
"02/02/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"02/02/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","8.89","","170.0000","1.0000"
"02/02/2026","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","","6.12","393.0000","2.0000"
"02/02/2026","BOPP","64.00","55.82","62.60","62.60","64.00","64.00","1.40","64.00","","704.0000","45.0000"
"02/02/2026","CAL","0.81","0.61","0.81","0.81","0.79","0.79","-0.02","","0.79","864.0000","684.0000"
"02/02/2026","CLYD","0.50","0.46","0.50","0.50","0.50","0.50","0.00","0.53","","2.0000","1.0000"
"02/02/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.14","","0.0000","0.0000"
"02/02/2026","CPC","0.06","0.05","0.06","0.06","0.06","0.06","0.00","0.06","","900.0000","54.0000"
"02/02/2026","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.38","","0.0000","0.0000"
"02/02/2026","EGH","28.93","25.00","28.93","28.93","28.93","28.93","0.00","28.96","","126.0000","3.0000"
"02/02/2026","EGL","3.85","3.48","3.54","3.54","3.85","3.85","0.31","3.85","","2.0000","9.0000"
"02/02/2026","ETI","0.77","0.76","0.77","0.77","0.77","0.77","0.00","0.70","0.77","46.0000","35.0000"
"02/02/2026","FML","8.00","8.00","8.00","8.00","8.00","8.00","0.00","8.00","","29.0000","232.0000"
"02/02/2026","FAB","7.78","7.71","7.78","7.78","7.78","7.78","0.00","","","0.0000","0.0000"
"02/02/2026","GCB","22.33","20.11","22.30","22.30","22.33","22.33","0.03","22.35","","2.0000","53.0000"
"02/02/2026","GGBL","6.60","6.60","6.60","6.60","6.60","6.60","0.00","6.60","","74.0000","488.4000"
"02/02/2026","GOIL","3.08","2.96","3.01","3.01","3.08","3.08","0.07","3.08","","1.0000","3.0000"
"02/02/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","18.0000","93.6000"
"02/02/2026","MTNGH","4.25","4.20","4.20","4.20","4.20","4.20","0.00","4.18","4.20","411.0000","1.0000"
"02/02/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0.0000","0.0000"
"02/02/2026","RBGH","1.34","1.30","1.33","1.33","1.34","1.34","0.01","1.34","","1.0000","1.0000"
"02/02/2026","SCB","29.27","29.22","29.27","29.27","29.27","29.27","0.00","29.30","","2.0000","58.6000"
"02/02/2026","SIC","1.20","1.20","1.20","1.20","1.20","1.20","0.00","","1.20","36.0000","44.0000"
"02/02/2026","SOGEGH","4.93","4.49","4.71","4.71","4.71","4.71","0.00","4.71","","3.0000","15.0000"
"02/02/2026","TBL","1.20","1.20","1.20","1.20","1.20","1.20","0.00","1.32","","0.0000","0.0000"
"02/02/2026","TOTAL","40.30","40.19","40.20","40.20","40.19","40.19","-0.01","40.19","40.20","2.0000","93.0000"
"02/02/2026","TLW","11.92","11.92","11.92","11.92","11.92","11.92","0.00","11.92","","100.0000","1.0000"
"02/02/2026","UNIL","19.79","19.79","19.79","19.79","19.79","19.79","0.00","19.79","","200.0000","3.0000"
"02/02/2026","AADS","0.42","0.42","0.42","0.42","0.42","0.42","0.00","0.46","","0.0000","0.0000"
"02/02/2026","SCBPREF","0.90","0.90","0.90","0.90","0.90","0.90","0.00","0.90","","0.0000","0.0000"
"02/02/2026","GLD","494.77","466.72","466.72","466.72","466.72","466.72","0.00","466.72","","142.0000","66.0000"
"02/02/2026","SAMBA","0.55","0.55","0.55","0.55","0.55","0.55","0.00","","","0.0000","0.0000"
"02/02/2026","MMH","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"02/02/2026","HORDS","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","0.10","0.0000","0.0000"
"02/02/2026","IIL","0.05","0.05","0.05","0.05","0.05","0.05","0.00","","","0.0000","0.0000"
"02/02/2026","DIGICUT","0.09","0.09","0.09","0.09","0.09","0.09","0.00","","","0.0000","0.0000"
"30/01/2026","ACCESS","16.21","16.20","16.21","16.21","16.21","16.21","0.00","16.21","17.80","0.0000","0.0000"
"30/01/2026","ADB","5.06","5.06","5.06","5.06","5.06","5.06","0.00","5.06","","0.0000","0.0000"
"30/01/2026","AGA","37.00","37.00","37.00","37.00","37.00","37.00","0.00","40.70","","0.0000","0.0000"
"30/01/2026","**ALW**","0.10","0.10","0.10","0.10","0.10","0.10","0.00","","","0.0000","0.0000"
"30/01/2026","ASG","8.89","8.89","8.89","8.89","8.89","8.89","0.00","","","0.0000","0.0000"
"30/01/2026","ALLGH","6.12","6.12","6.12","6.12","6.12","6.12","0.00","","6.12","0.0000","0.0000"
"30/01/2026","BOPP","62.60","55.82","62.60","62.60","62.60","62.60","0.00","62.60","","428.0000","26.0000"
"30/01/2026","CAL","0.81","0.61","0.81","0.81","0.81","0.81","0.00","0.81","0.83","303.0000","246.0000"
"30/01/2026","CLYD","0.50","0.46","0.50","0.50","0.55","0.50","0.00","0.52","","0.0000","0.0000"
"30/01/2026","CMLT","0.14","0.14","0.14","0.14","0.14","0.14","0.00","0.14","","0.0000","0.0000"
"30/01/2026","CPC","0.06","0.05","0.06","0.06","0.06","0.06","0.00","0.06","","0.0000","0.0000"
"30/01/2026","DASPHARMA","0.38","0.38","0.38","0.38","0.38","0.38","0.00","0.00","","0.0000","0.0000"
"30/01/2026","EGH","28.93","25.00","28.93","28.93","28.95","28.93","0.00","28.95","","0.0000","0.0000"
"30/01/2026","EGL","3.54","3.48","3.54","3.54","3.55","3.54","0.00","3.55","","0.0000","0.0000"
"30/01/2026","ETI","0.77","0.76","0.77","0.77","0.77","0.77","0.00","0.77","0.84","25.0000","19.0000"
"30/01/2026","FML","8.00","8.00","8.00","8.00","8.00","8.00","0.00","8.00","","0.0000","0.0000"
"30/01/2026","FAB","7.78","7.71","7.78","7.78","7.78","7.78","0.00","7.78","","0.0000","0.0000"
"30/01/2026","GCB","22.30","20.11","22.06","22.06","22.30","22.30","0.24","22.31","","1.0000","24.0000"
"30/01/2026","GGBL","6.60","6.60","6.60","6.60","6.60","6.60","0.00","","","0.0000","0.0000"
"30/01/2026","GOIL","3.01","2.96","3.01","3.01","3.07","3.01","0.00","3.08","","0.0000","0.0000"
"30/01/2026","MAC","5.20","5.20","5.20","5.20","5.20","5.20","0.00","5.20","","0.0000","0.0000"
"30/01/2026","MTNGH","4.25","4.20","4.20","4.20","4.20","4.20","0.00","4.20","4.40","8.0000","34.0000"
"30/01/2026","PBC**","0.02","0.02","0.02","0.02","0.02","0.02","0.00","","","0.0000","0.0000"
